id,assists,birth_date,bonus,bps,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,creativity,creativity_rank,direct_freekicks_order,ep_next,ep_this,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,influence,influence_rank,minutes,own_goals,penalties_missed,penalties_order,penalties_saved,points_per_game,points_per_game_rank,red_cards,saves,saves_per_90,second_name,squad_number,starts,starts_per_90,team_join_date,threat,threat_rank,total_points,web_name,yellow_cards,position,team_name,team_short_name
342,4,1994-08-10,13,568,10,0.34,165809,4.0,800.4,20,,6.2,5.5,4.56,0.15,8.4,0.28,3.84,39.68,1.34,0.13,Bernardo,36,1.21,4,193.6,39,603.0,100,2667,0,0,,0,3.3,119,0,0,0.0,Veiga de Carvalho e Silva,,29,0.98,2017-07-01,532.0,56,110,Bernardo,7,MID,Man City,MCI
343,0,2003-07-12,0,13,0,0.0,477555,,12.6,450,,0.8,0.7,0.02,0.13,0.02,0.13,0.0,0.47,3.02,0.0,Oscar,1,6.43,0,1.6,519,4.4,520,14,0,0,,0,1.0,513,0,0,0.0,Bobb,,0,0.0,2022-01-06,0.0,754,3,Bobb,0,MID,Man City,MCI
344,0,1985-09-03,0,0,0,0.0,17601,,0.0,550,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott,0,0.0,0,0.0,572,0.0,572,0,0,0,,0,0.0,582,0,0,0.0,Carson,,0,0.0,2021-07-20,0.0,501,0,Carson,0,GKP,Man City,MCI
345,9,1991-06-28,12,462,10,0.53,61366,1.0,920.0,12,1.0,6.2,5.0,6.75,0.36,11.92,0.63,5.17,21.47,1.14,0.27,Kevin,19,1.01,4,179.5,55,466.6,156,1694,0,0,4.0,0,4.1,42,0,0,0.0,De Bruyne,,19,1.01,2015-08-30,411.0,79,114,De Bruyne,2,MID,Man City,MCI
346,6,2002-05-27,3,425,8,0.48,248875,,515.9,72,,3.2,3.3,3.81,0.23,5.13,0.31,1.32,15.18,0.91,0.08,Jérémy,14,0.84,3,150.0,75,453.8,160,1506,0,0,,0,3.0,148,0,0,0.0,Doku,,16,0.96,2023-08-24,528.0,57,88,Doku,1,MID,Man City,MCI
347,4,1993-08-17,9,400,10,0.39,121160,,43.0,373,,4.8,5.5,0.16,0.01,0.16,0.01,0.0,29.5,1.14,0.0,Ederson,26,1.01,0,60.9,264,567.0,112,2320,0,0,,0,4.3,29,0,54,2.09,Santana de Moraes,,26,1.01,2017-07-01,0.0,789,111,Ederson M.,4,GKP,Man City,MCI
348,3,2000-05-28,10,454,6,0.3,209244,3.0,749.0,28,,1.8,1.7,5.33,0.27,10.49,0.53,5.17,29.11,1.48,0.26,Phil,24,1.22,7,164.2,61,448.0,161,1771,0,0,,0,3.8,67,0,0,0.0,Foden,,20,1.02,2016-12-05,449.0,71,105,Foden,2,MID,Man City,MCI
349,1,1995-09-10,4,187,2,0.25,114283,,321.4,130,,0.8,0.7,1.67,0.21,2.8,0.35,1.13,11.33,1.44,0.14,Jack,10,1.27,1,71.3,229,157.2,343,710,0,0,,0,1.9,324,0,0,0.0,Grealish,,7,0.89,2021-08-05,234.0,150,38,Grealish,3,MID,Man City,MCI
350,0,2002-01-23,15,623,13,0.36,477424,,501.7,74,,5.8,6.5,2.92,0.08,7.52,0.21,4.6,44.27,1.22,0.13,Joško,41,1.13,5,185.0,49,847.0,23,3278,0,0,,0,4.1,40,0,0,0.0,Gvardiol,,36,0.99,2023-08-05,497.0,63,153,Gvardiol,2,DEF,Man City,MCI
351,3,2000-07-21,26,795,10,0.33,223094,,359.4,114,3.0,1.8,3.0,2.04,0.07,23.94,0.79,21.9,41.27,1.36,0.72,Erling,38,1.25,22,281.8,6,946.0,11,2736,0,1,1.0,0,5.8,5,0,0,0.0,Haaland,,31,1.02,2022-07-01,1511.0,2,181,Haaland,2,FWD,Man City,MCI
352,0,,0,0,0,0.0,461358,,0.0,803,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Julián,0,0.0,0,0.0,803,0.0,803,0,0,0,,0,0.0,802,0,0,0.0,Álvarez,,0,0.0,,0.0,803,0,J.Alvarez,0,FWD,Man City,MCI
353,0,,0,0,0,0.0,121145,,0.0,793,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,João,0,0.0,0,0.0,793,0.0,793,0,0,0,,0,0.0,792,0,0,0.0,Cavaco Cancelo,,0,0.0,,0.0,788,0,João Cancelo,0,DEF,Man City,MCI
354,3,1994-05-06,13,542,10,0.41,91651,,579.3,58,,0.0,0.0,3.21,0.13,5.11,0.21,1.91,31.5,1.29,0.08,Mateo,29,1.19,6,139.1,89,606.4,97,2194,0,0,,0,3.5,94,1,0,0.0,Kovačić,,25,1.03,2023-06-27,204.0,174,109,Kovačić,5,MID,Man City,MCI
355,2,2004-11-21,1,285,5,0.24,477064,,218.6,191,,2.8,2.3,1.01,0.05,2.33,0.11,1.32,27.6,1.32,0.06,Rico,27,1.29,1,65.0,250,293.8,243,1888,0,0,,0,2.4,219,1,0,0.0,Lewis,,21,1.0,2022-07-16,139.0,231,66,Lewis,3,DEF,Man City,MCI
356,7,1998-08-27,6,373,9,0.49,465351,,422.4,93,,3.2,4.0,3.32,0.18,4.43,0.24,1.11,24.87,1.34,0.06,Matheus Luiz,19,1.02,1,99.9,147,370.4,199,1670,0,0,,0,3.1,138,0,0,0.0,Nunes,,19,1.02,2023-09-01,206.0,172,81,Matheus N.,4,MID,Man City,MCI
357,0,2002-10-18,0,102,0,0.0,432714,,64.6,343,,1.2,1.0,0.8,0.21,3.6,0.95,2.8,5.25,1.39,0.74,James,6,1.59,3,30.7,362,113.0,382,340,0,0,,0,2.1,273,0,0,0.0,McAtee,,3,0.79,2021-07-26,136.0,235,31,McAtee,1,MID,Man City,MCI
358,0,1992-11-06,0,144,3,0.25,88248,,0.0,792,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,19.12,1.57,0.0,Stefan,18,1.47,0,29.4,366,292.6,245,1099,0,0,,0,2.7,187,0,33,2.7,Ortega Moreno,,12,0.98,2022-07-01,0.0,786,35,Ortega Moreno,1,GKP,Man City,MCI
360,0,1996-06-22,0,21,0,0.0,220566,,17.5,437,,0.8,0.7,0.09,0.11,0.09,0.11,0.0,0.33,0.41,0.0,Rodrigo 'Rodri',1,1.25,0,3.0,497,12.2,498,72,0,0,,0,1.0,529,0,0,0.0,Hernandez,,1,1.25,2019-07-04,0.0,799,3,Rodrigo,0,MID,Man City,MCI
361,0,1997-05-14,7,410,11,0.44,171314,,173.8,227,,6.5,6.7,1.2,0.05,2.74,0.11,1.54,29.48,1.17,0.06,Rúben,21,0.83,0,80.2,202,478.2,151,2269,1,0,,0,3.3,117,0,0,0.0,Gato Alves Dias,,25,0.99,2020-09-29,150.0,221,90,Rúben,4,DEF,Man City,MCI
362,0,1994-05-28,2,92,1,0.17,97299,,49.8,361,,0.0,0.0,0.17,0.03,0.77,0.13,0.6,5.95,0.98,0.1,John,11,1.82,2,27.4,371,155.6,347,544,0,0,,0,2.6,198,0,0,0.0,Stones,,6,0.99,2016-08-09,70.0,311,29,Stones,1,DEF,Man City,MCI
363,0,,0,63,0,0.0,58621,,147.7,249,,0.0,0.0,1.34,0.12,1.46,0.13,0.12,19.26,1.79,0.01,Kyle,21,1.96,0,33.5,349,157.4,342,966,0,0,,0,0.9,532,0,0,0.0,Walker,,9,0.84,2017-07-14,29.0,386,13,Walker,3,DEF,Man City,MCI
571,11,2004-04-10,15,442,8,0.41,510281,6.0,682.9,40,4.0,0.8,1.0,6.1,0.31,11.12,0.57,5.02,21.39,1.09,0.26,Sávio 'Savinho',25,1.28,1,177.3,57,415.2,175,1760,0,0,,0,3.7,74,0,0,0.0,Moreira de Oliveira,,21,1.07,2024-07-18,671.0,42,106,Savinho,3,MID,Man City,MCI
607,0,2005-03-21,4,118,3,0.51,472769,,76.2,327,,1.2,1.0,0.68,0.12,1.96,0.34,1.28,5.49,0.94,0.22,Nico,3,0.51,2,32.2,354,133.4,365,525,0,0,,0,3.4,103,0,0,0.0,O'Reilly,,6,1.03,2022-12-16,112.0,264,31,O’Reilly,0,MID,Man City,MCI
625,7,1990-10-24,5,460,10,0.41,59859,2.0,781.3,25,2.0,3.5,6.3,4.43,0.18,7.63,0.31,3.21,35.69,1.45,0.13,Ilkay,28,1.14,1,144.2,83,387.0,189,2218,0,0,,0,2.9,159,0,0,0.0,Gündogan,,25,1.01,2024-08-23,273.0,123,97,Gündogan,1,MID,Man City,MCI
626,0,,0,0,0,0.0,476369,,0.0,709,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Issa,0,0.0,0,0.0,712,0.0,712,0,0,0,,0,0.0,717,0,0,0.0,Kaboré,,0,0.0,,0.0,689,0,Kaboré,0,DEF,Man City,MCI
671,0,,0,0,0,0.0,516250,,0.0,724,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jacob,0,0.0,0,0.0,728,0.0,728,0,0,0,,0,0.0,732,0,0,0.0,Wright,,0,0.0,2024-01-06,0.0,706,0,Wright,0,MID,Man City,MCI
672,0,2005-11-04,0,7,0,0.0,554194,,2.2,490,,0.5,0.5,0.01,0.01,0.01,0.01,0.0,2.37,2.25,0.0,Jahmai,2,1.89,0,2.4,501,19.6,484,95,0,0,,0,0.5,552,0,0,0.0,Simpson-Pusey,,1,0.95,2024-07-23,2.0,470,1,Simpson-Pusey,1,DEF,Man City,MCI
675,0,,0,0,0,0.0,447880,,0.0,595,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh,0,0.0,0,0.0,608,0.0,608,0,0,0,,0,0.0,615,0,0,0.0,Wilson-Esbrand,,0,0.0,2021-09-17,0.0,554,0,Wilson-Esbrand,0,DEF,Man City,MCI
698,0,2004-10-25,0,2,0,0.0,487837,,0.1,528,,0.5,0.5,0.0,0.0,0.04,0.13,0.04,0.02,0.07,0.13,Divin,0,0.0,0,0.5,535,0.2,549,27,0,0,,0,1.0,493,0,0,0.0,Mubama,,0,0.0,2024-12-15,5.0,456,1,Mubama,0,FWD,Man City,MCI
703,0,2005-07-21,0,0,0,0.0,494307,,0.0,604,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Max,0,0.0,0,0.0,617,0.0,617,0,0,0,,0,0.0,624,0,0,0.0,Alleyne,,0,0.0,2022-12-16,0.0,563,0,Alleyne,0,DEF,Man City,MCI
704,0,2007-06-24,0,0,0,0.0,613120,,0.0,643,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spike,0,0.0,0,0.0,655,0.0,655,0,0,0,,0,0.0,662,0,0,0.0,Brits,,0,0.0,2024-12-25,0.0,605,0,Brits,0,GKP,Man City,MCI
732,0,2004-02-29,0,78,2,0.36,578153,,33.9,393,,0.5,0.5,0.09,0.02,0.11,0.02,0.02,6.98,1.25,0.0,Abdukodir,6,1.07,0,14.1,423,102.0,400,503,1,0,,0,2.3,243,0,0,0.0,Khusanov,,6,1.07,2025-01-20,4.0,466,14,Khusanov,1,DEF,Man City,MCI
733,0,2006-01-12,0,4,0,0.0,616222,,0.0,765,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vitor,0,0.0,0,0.3,542,3.2,528,1,0,0,,0,1.0,507,0,0,0.0,de Oliveira Nunes dos Reis,,0,0.0,2025-01-21,0.0,749,1,Vitor Reis,0,DEF,Man City,MCI
736,0,1971-01-18,0,0,0,0.0,100037973,,0.0,544,,8.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pep,0,0.0,0,0.0,566,0.0,566,0,0,0,,0,0.0,576,0,0,0.0,Guardiola,,0,0.0,2016-07-01,0.0,495,113,Guardiola,0,,Man City,MCI
755,1,1999-02-07,12,326,8,0.61,438234,,246.7,179,,4.2,3.7,1.71,0.13,7.12,0.54,5.41,14.48,1.11,0.41,Omar,12,0.92,7,97.3,151,318.0,233,1174,0,0,,0,4.6,17,0,0,0.0,Marmoush,,14,1.07,2025-01-23,410.0,80,73,Marmoush,0,FWD,Man City,MCI
765,1,2002-01-03,0,123,6,0.71,465694,,78.7,322,,2.8,3.0,0.48,0.06,0.93,0.11,0.45,8.99,1.06,0.05,Nico,7,0.83,1,27.5,370,137.2,364,760,0,0,,0,2.8,178,0,0,0.0,González,,9,1.07,2025-02-03,62.0,320,31,N.Gonzalez,3,MID,Man City,MCI
785,0,2006-01-02,0,2,0,0.0,575204,,0.4,507,,0.5,0.7,0.01,0.18,0.01,0.18,0.0,0.45,8.1,0.0,Claudio,0,0.0,0,0.3,544,2.2,539,5,0,0,,0,1.0,527,0,0,0.0,Echeverri,,0,0.0,2024-01-25,0.0,797,1,Echeverri,0,MID,Man City,MCI
364,8,2002-07-11,17,569,7,0.33,493250,3.0,687.2,39,,2.2,5.5,3.98,0.19,8.69,0.41,4.71,31.71,1.5,0.22,Amad,30,1.42,8,193.8,38,634.0,77,1898,0,0,,0,5.0,12,0,0,0.0,Diallo,,20,0.95,2021-01-07,615.0,49,129,Amad,5,MID,Man Utd,MUN
365,0,,0,37,0,0.0,467169,,50.7,360,,0.0,0.0,0.21,0.14,0.81,0.54,0.6,2.05,1.37,0.4,Antony Matheus,2,1.33,0,15.8,419,35.0,458,135,0,0,,0,1.0,526,0,0,0.0,dos Santos,,0,0.0,2022-09-01,74.0,302,8,Antony,0,MID,Man Utd,MUN
366,12,1994-09-08,28,810,10,0.3,141746,1.0,1407.7,1,1.0,1.8,2.5,7.89,0.24,17.82,0.54,9.93,45.85,1.37,0.3,Bruno,47,1.4,8,300.8,4,1017.8,8,3017,0,0,1.0,0,4.8,14,2,0,0.0,Borges Fernandes,,35,1.04,2020-01-30,587.0,51,174,B.Fernandes,3,MID,Man Utd,MUN
367,0,1998-04-14,0,22,1,0.25,451302,,0.0,659,,0.5,2.0,0.0,0.0,0.0,0.0,0.0,6.93,1.73,0.0,Altay,10,2.5,0,7.9,458,80.0,415,360,0,0,,0,2.0,292,0,8,2.0,Bayindir,,4,1.0,2023-09-01,0.0,628,8,Bayindir,0,GKP,Man Utd,MUN
368,0,1992-02-23,3,300,6,0.36,61256,,348.2,117,,1.0,1.0,1.99,0.12,3.79,0.23,1.8,24.0,1.45,0.11,Carlos Henrique,20,1.21,1,104.8,143,433.2,165,1489,0,0,,0,2.0,296,0,0,0.0,Casimiro,,18,1.09,2022-08-22,265.0,126,48,Casemiro,5,MID,Man Utd,MUN
369,4,1999-03-18,9,352,8,0.26,216051,,434.2,89,,0.0,0.2,2.35,0.08,4.31,0.14,1.96,46.95,1.5,0.06,Diogo,45,1.44,0,118.2,119,493.2,146,2812,0,0,,0,2.9,154,0,0,0.0,Dalot Teixeira,,31,0.99,2018-06-08,258.0,132,95,Dalot,5,DEF,Man Utd,MUN
370,2,1992-02-14,0,228,4,0.34,80607,2.0,474.3,81,4.0,1.5,2.8,2.6,0.22,3.91,0.33,1.31,18.54,1.59,0.11,Christian,16,1.37,1,78.9,204,235.8,277,1052,0,0,,0,2.0,303,0,0,0.0,Eriksen,,11,0.94,2022-07-15,79.0,298,45,Eriksen,4,MID,Man Utd,MUN
371,0,1988-01-03,3,71,1,0.29,37642,,5.3,474,,0.0,0.2,0.02,0.01,0.13,0.04,0.11,2.96,0.85,0.03,Jonny,2,0.58,0,9.5,447,66.6,426,312,0,0,,0,2.1,267,0,0,0.0,Evans,,3,0.87,2023-07-18,23.0,394,15,Evans,1,DEF,Man Utd,MUN
372,4,2004-07-01,7,370,5,0.21,493105,,532.2,66,,4.0,3.5,2.76,0.11,10.16,0.41,7.4,35.43,1.46,0.3,Alejandro,36,1.48,6,188.3,42,454.0,159,2188,0,0,,0,2.9,157,0,0,0.0,Garnacho,,23,0.95,2022-04-15,904.0,17,106,Garnacho,3,MID,Man Utd,MUN
373,0,,0,0,0,0.0,465527,,0.0,706,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hannibal,0,0.0,0,0.0,709,0.0,709,0,0,0,,0,0.0,714,0,0,0.0,Mejbri,,0,0.0,,0.0,686,0,Hannibal,0,MID,Man Utd,MUN
374,0,1986-04-15,0,0,0,0.0,21205,,0.0,552,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom,0,0.0,0,0.0,574,0.0,574,0,0,0,,0,0.0,584,0,0,0.0,Heaton,,0,0.0,2021-07-02,0.0,503,0,Heaton,0,GKP,Man Utd,MUN
375,1,2003-02-04,8,246,6,0.27,497894,,254.7,173,,3.2,1.5,1.14,0.05,6.24,0.28,5.1,30.44,1.37,0.23,Rasmus,31,1.4,4,86.3,183,187.0,326,1998,0,0,,0,2.4,233,0,0,0.0,Højlund,,23,1.04,2023-08-05,432.0,76,78,Højlund,2,FWD,Man Utd,MUN
376,0,1994-07-17,0,100,2,0.26,184667,,48.5,365,,1.2,2.5,0.09,0.01,0.09,0.01,0.0,8.59,1.11,0.0,Victor,9,1.17,0,18.3,403,125.4,369,695,0,0,,0,1.7,348,0,0,0.0,Lindelöf,,6,0.78,2017-07-01,8.0,441,27,Lindelof,1,DEF,Man Utd,MUN
377,0,1993-03-05,3,217,3,0.15,95658,,101.2,299,,1.2,2.2,0.25,0.01,2.07,0.1,1.82,26.83,1.38,0.09,Harry,27,1.39,1,74.5,221,409.4,178,1751,0,0,,0,1.8,336,0,0,0.0,Maguire,,19,0.98,2019-08-05,233.0,151,48,Maguire,7,DEF,Man Utd,MUN
378,0,2005-04-19,0,229,5,0.27,516895,,250.8,174,,1.8,1.5,1.78,0.1,2.62,0.15,0.84,25.23,1.38,0.05,Kobbie,27,1.48,0,58.8,269,196.6,316,1646,0,0,,0,1.7,356,0,0,0.0,Mainoo,,19,1.04,2022-10-15,137.0,234,42,Mainoo,5,MID,Man Utd,MUN
379,0,,0,2,0,0.0,222690,,13.9,444,,0.0,0.0,0.02,0.02,0.02,0.02,0.0,0.78,0.71,0.0,Tyrell,1,0.91,0,1.7,515,5.2,515,99,0,0,,0,0.7,545,0,0,0.0,Malacia,,2,1.82,2022-07-05,0.0,639,2,Malacia,1,DEF,Man Utd,MUN
380,1,1998-01-18,5,293,6,0.31,221820,,153.9,242,,0.0,0.0,1.21,0.06,2.54,0.13,1.33,30.17,1.55,0.07,Lisandro,27,1.39,2,73.8,224,426.6,169,1751,0,0,,0,3.4,98,0,0,0.0,Martínez,,20,1.03,2022-07-17,158.0,212,68,Martinez,7,DEF,Man Utd,MUN
381,0,,0,4,0,0.0,195851,,0.3,517,,0.0,0.0,0.0,0.0,0.07,0.37,0.07,0.66,3.49,0.37,Scott,1,5.29,0,0.9,528,3.2,530,17,0,0,,0,1.0,519,0,0,0.0,McTominay,,0,0.0,,5.0,457,2,McTominay,0,MID,Man Utd,MUN
382,0,1999-01-10,0,74,3,0.44,184341,,140.0,259,,2.8,3.2,0.57,0.08,3.94,0.57,3.37,8.24,1.21,0.49,Mason,11,1.62,1,45.6,303,104.0,396,613,0,0,,0,1.5,392,0,0,0.0,Mount,,8,1.17,2023-07-05,218.0,162,25,Mount,3,MID,Man Utd,MUN
383,0,1996-04-02,8,443,9,0.26,202641,,13.0,445,,1.0,0.5,0.2,0.01,0.2,0.01,0.0,47.79,1.41,0.0,André,44,1.29,0,74.7,219,733.0,49,3060,0,0,,1,3.5,91,0,90,2.65,Onana,,34,1.0,2023-07-20,0.0,764,120,Onana,0,GKP,Man Utd,MUN
384,0,,0,0,0,0.0,488404,,0.0,787,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Facundo,0,0.0,0,0.0,788,0.0,788,0,0,0,,0,0.0,788,0,0,0.0,Pellistri Rebollo,,0,0.0,,0.0,780,0,Pellistri,0,MID,Man Utd,MUN
387,0,1995-07-12,0,38,0,0.0,106760,,68.2,341,,0.5,0.2,0.77,0.2,0.8,0.21,0.03,3.81,0.99,0.01,Luke,5,1.3,0,12.7,426,48.2,442,346,1,0,,0,0.7,548,0,0,0.0,Shaw,,4,1.04,2014-07-01,11.0,433,5,Shaw,1,DEF,Man Utd,MUN
389,2,2001-05-22,6,216,3,0.19,458249,,212.0,198,,0.0,0.0,1.04,0.07,5.68,0.37,4.64,24.84,1.61,0.3,Joshua,24,1.56,3,78.0,207,222.6,284,1385,0,0,,0,2.0,306,0,0,0.0,Zirkzee,,14,0.91,2024-07-17,351.0,96,64,Zirkzee,2,FWD,Man Utd,MUN
572,0,2005-11-13,0,90,1,0.08,550864,,55.8,355,,0.8,0.2,0.15,0.01,0.85,0.06,0.7,19.35,1.5,0.05,Leny,24,1.86,0,31.8,356,207.4,304,1160,0,0,,0,1.0,481,0,0,0.0,Yoro,,12,0.93,2024-07-19,54.0,332,22,Yoro,5,DEF,Man Utd,MUN
593,0,1999-08-12,3,312,4,0.17,209365,,88.7,312,,0.0,0.0,0.25,0.01,2.73,0.12,2.48,38.53,1.64,0.11,Matthijs,36,1.53,2,91.5,167,518.4,133,2119,0,0,,0,2.3,240,0,0,0.0,de Ligt,,25,1.06,2024-08-13,303.0,111,68,De Ligt,3,DEF,Man Utd,MUN
594,1,1997-11-14,5,410,7,0.22,230001,,332.7,124,,1.0,0.8,1.87,0.06,2.56,0.08,0.69,46.26,1.47,0.02,Noussair,43,1.36,0,107.5,139,619.4,90,2836,0,0,,0,2.4,218,0,0,0.0,Mazraoui,,34,1.08,2024-08-13,123.0,247,88,Mazraoui,3,DEF,Man Utd,MUN
613,0,2004-01-03,0,40,0,0.0,490881,,29.9,407,,0.0,0.0,0.37,0.19,0.45,0.23,0.08,3.09,1.6,0.04,Toby,2,1.03,0,7.9,459,40.4,449,174,0,0,,0,1.0,494,0,0,0.0,Collyer,,0,0.0,2023-07-01,8.0,442,6,Collyer,0,MID,Man Utd,MUN
648,0,,0,0,0,0.0,575034,,0.0,753,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,0,0.0,0,0.0,756,0.0,756,0,0,0,,0,0.0,759,0,0,0.0,Wheatley,,0,0.0,2024-04-12,0.0,736,0,Wheatley,0,FWD,Man Utd,MUN
652,2,2001-04-11,1,318,4,0.2,232112,,195.9,212,,2.2,1.2,0.67,0.03,1.67,0.08,1.0,29.54,1.5,0.05,Manuel,33,1.67,1,62.1,262,313.6,236,1777,1,0,,0,1.7,353,0,0,0.0,Ugarte,,22,1.11,2024-08-30,113.0,259,49,Ugarte,11,MID,Man Utd,MUN
658,0,2006-09-22,2,47,1,0.53,606745,,12.9,447,,0.0,2.0,0.01,0.01,0.13,0.07,0.12,1.69,0.9,0.06,Ayden,1,0.53,0,6.6,470,43.4,445,169,0,0,,0,2.5,202,0,0,0.0,Heaven,,2,1.07,2025-02-01,10.0,434,10,Heaven,1,DEF,Man Utd,MUN
667,0,2007-03-19,0,0,0,0.0,547037,,0.0,739,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack,0,0.0,0,0.0,743,0.0,743,0,0,0,,0,0.0,747,0,0,0.0,Fletcher,,0,0.0,2024-07-12,0.0,723,0,Fletcher,0,MID,Man Utd,MUN
670,0,2007-03-16,0,1,0,0.0,577974,,26.5,415,,0.2,0.2,0.07,0.02,0.14,0.04,0.07,6.3,1.64,0.02,Harry,9,2.35,0,8.2,454,40.0,451,345,0,0,,0,0.8,538,0,0,0.0,Amass,,4,1.04,2024-04-06,15.0,418,4,Amass,0,DEF,Man Utd,MUN
673,0,2007-05-09,0,0,0,0.0,556639,,0.0,746,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jayce,0,0.0,0,0.0,750,0.0,750,0,0,0,,0,0.0,753,0,0,0.0,Fitzgerald,,0,0.0,2024-10-29,0.0,730,0,Fitzgerald,0,MID,Man Utd,MUN
691,0,2008-02-06,0,0,0,0.0,576637,,0.0,630,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Godwill,0,0.0,0,0.0,642,0.0,642,0,0,0,,0,0.0,649,0,0,0.0,Kukonki,,0,0.0,2024-12-03,0.0,591,0,Kukonki,0,DEF,Man Utd,MUN
745,0,1985-01-27,0,0,0,0.0,100053636,,0.0,538,,3.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruben Filipe,0,0.0,0,0.0,560,0.0,560,0,0,0,,0,0.0,570,0,0,0.0,Marques Diogo Amorim,,0,0.0,2024-11-11,0.0,489,86,Amorim,0,,Man Utd,MUN
761,0,2006-02-19,0,0,0,0.0,588555,,0.0,632,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elyh,0,0.0,0,0.0,644,0.0,644,0,0,0,,0,0.0,651,0,0,0.0,Harrison,,0,0.0,2025-02-01,0.0,593,0,Harrison,0,GKP,Man Utd,MUN
766,0,2004-10-26,1,108,2,0.21,596777,,175.3,226,,1.0,2.5,1.27,0.14,1.7,0.19,0.43,10.26,1.1,0.05,Patrick,12,1.29,0,39.4,327,106.4,392,840,0,0,,0,1.5,384,1,0,0.0,Dorgu,,10,1.07,2025-02-02,112.0,263,18,Dorgu,3,DEF,Man Utd,MUN
776,0,2007-11-29,0,21,0,0.0,596047,,5.1,475,,0.8,0.8,0.03,0.02,0.69,0.39,0.66,3.7,2.08,0.37,Chido,5,2.81,0,5.4,479,8.2,506,160,0,0,,0,1.0,502,0,0,0.0,Obi-Martin,,1,0.56,2025-02-15,46.0,349,7,Obi,1,FWD,Man Utd,MUN
777,0,2005-02-23,0,16,0,0.0,547676,,4.9,477,,0.0,0.0,0.02,0.01,0.02,0.01,0.0,2.94,1.59,0.0,Tyler,5,2.71,0,4.4,488,37.4,453,166,0,0,,0,1.0,470,0,0,0.0,Fredricson,,2,1.08,2022-09-07,2.0,469,2,Fredricson,0,DEF,Man Utd,MUN
778,0,2005-11-29,0,0,0,0.0,559684,,0.0,747,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jack,0,0.0,0,0.0,751,0.0,751,0,0,0,,0,0.0,754,0,0,0.0,Moorhouse,,0,0.0,2025-02-15,0.0,731,0,Moorhouse,0,MID,Man Utd,MUN
779,0,2006-02-03,0,0,0,0.0,618873,,0.0,766,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sékou,0,0.0,0,0.0,768,0.0,768,0,0,0,,0,0.0,770,0,0,0.0,Koné,,0,0.0,2025-02-15,0.0,750,0,Koné,0,MID,Man Utd,MUN
783,0,2003-02-28,0,0,0,0.0,439483,,0.0,591,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hubert,0,0.0,0,0.0,604,0.0,604,0,0,0,,0,0.0,611,0,0,0.0,Graczyk,,0,0.0,2025-02-06,0.0,550,0,Graczyk,0,GKP,Man Utd,MUN
788,0,2002-11-20,0,0,0,0.0,461537,,0.0,596,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dermot,0,0.0,0,0.0,609,0.0,609,0,0,0,,0,0.0,616,0,0,0.0,Mee,,0,0.0,2023-07-24,0.0,555,0,Dermot Mee,0,GKP,Man Utd,MUN
390,0,,0,0,0,0.0,545477,,0.0,623,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,0,0.0,0,0.0,635,0.0,635,0,0,0,,0,0.0,642,0,0,0.0,Murphy,,0,0.0,2023-07-19,0.0,584,0,A.Murphy,0,DEF,Newcastle,NEW
